norm,expon,lognorm,gamma,beta,chi2,poisson,uniform,weibull_min
53.7712,23.2825,45.868,24.0631,24.4611,23.0704,50,27.7679,67.9335
44.6194,36.5831,36.9281,26.0922,31.8905,25.3836,58,34.4837,63.7986
45.4636,24.7044,28.0099,47.9375,91.4067,24.1712,53,52.4792,57.5828
45.1665,86.1363,90.5988,23.1153,49.0001,21.1822,46,98.4284,76.5444
99.718,38.408,34.1853,51.0621,69.8521,24.0104,55,55.3873,41.283
52.6802,35.2842,63.4834,31.0729,70.1913,21.2558,50,54.5144,66.63
31.7961,31.6355,68.4023,24.4172,85.1187,37.9585,44,50.0852,33.5419
46.1794,26.1483,62.6313,69.0405,58.694,26.0591,61,95.0727,23.9964
28.5071,57.3222,36.3189,58.6802,84.9953,40.5507,46,82.552,99.9056
63.4822,28.7392,55.4039,47.3811,22.319,28.5436,50,90.0939,38.6669
46.6181,42.2781,25.5926,30.391,24.4142,25.4943,60,24.9238,40.9398
51.1588,39.6343,47.2483,97.5862,38.8027,23.8618,47,22.9827,33.9577
84.8642,47.0293,53.1897,46.3617,41.4311,22.4419,41,76.004,38.5024
67.5462,31.9139,22.5313,56.6386,76.7407,24.5546,47,48.2256,29.0057
49.2346,28.8917,56.5717,44.4765,49.3449,25.2089,53,74.2302,79.0479
99.4553,43.6315,53.7921,47.2353,74.098,21.0136,56,97.6872,23.793
33.8762,28.6633,40.6975,81.3229,50.227,22.1031,43,64.3951,58.6963
88.411,33.075,32.3463,41.8356,67.8633,23.515,46,96.1634,60.4534
40.2534,59.7835,69.0841,26.4286,52.7879,24.0045,40,75.2742,50.2208
80.1993,36.6914,33.6723,61.7558,68.9091,26.2463,46,73.499,35.3692
36.0505,61.1465,70.8673,58.7874,43.0244,20.7793,46,33,39.5913
56.1776,42.7848,70.3405,79.0412,46.2226,28.4122,54,84.7007,36.2713
55.2903,25.2228,46.2259,63.6276,51.1423,22.7551,40,44.8323,58.2734
36.8401,28.4402,30.4922,58.2058,41.1026,21.7533,58,70.662,29.7489
36.0876,23.6341,47.8243,72.3134,46.8179,21.3771,57,26.9868,53.956
85.2926,22.777,24.285,39.8364,36.4345,20.1912,68,92.019,43.1156
82.0118,24.5906,23.5469,23.1266,44.3614,55.4456,51,86.1561,26.8234
77.2323,49.7305,73.4552,41.0157,48.6713,30.6883,45,25.4899,48.3838
24.9893,52.8846,21.5632,22.8827,47.6157,27.7552,62,81.0523,87.0533
45.7769,51.4146,37.6125,64.6192,25.4535,41.0103,56,34.1843,72.9166
59.1839,22.959,39.3172,80.4138,61.0074,30.7341,50,99.5677,54.4299
40.1231,27.0038,68.2543,34.144,43.404,36.7933,53,46.3864,73.8844
42.4084,52.5204,31.9156,43.3706,39.005,23.2494,41,93.6289,34.1801
71.6238,38.1436,53.9837,97.8616,22.088,29.0492,57,24.1178,37.7994
81.9151,43.9266,84.6678,20.0487,26.0605,27.5563,42,78.8045,45.0259
51.5132,73.6078,55.7915,94.8377,90.4342,27.6678,57,40.3997,59.9478
76.1853,37.2429,30.8524,79.2714,62.1257,22.9924,47,43.2809,27.3715
45.4059,22.7642,34.3953,70.7371,68.2511,25.5112,60,20.0991,60.6588
78.1298,58.5668,42.6737,67.6073,77.7006,20.6445,57,48.4406,57.853
47.2171,51.8281,52.0747,29.3036,80.1336,28.7826,49,94.6352,36.7237
62.3108,46.0875,49.1764,75.4569,46.3682,25.1541,43,93.9758,36.0733
52.6885,96.4872,26.3979,29.0451,56.2195,35.1113,56,42.2137,25.8511
45.6472,27.7821,31.4054,21.845,88.0498,24.6705,62,83.3569,58.5065
21.6511,61.8128,40.196,88.7781,83.7155,20.7415,44,23.1908,20.758
21.3761,38.1247,86.8612,29.205,25.4102,23.2854,71,24.1478,31.8799
47.2975,26.0758,20.4155,32.4876,59.3179,26.6639,59,93.5276,32.2514
38.7126,48.3224,51.6123,37.4116,31.8582,21.864,39,83.409,26.1064
65.7032,90.6749,67.7204,41.2627,88.5094,28.5224,47,61.9097,68.7062
59.7052,32.1937,26.6381,27.7953,51.5309,26.1808,36,73.6289,84.5536
47.2985,63.9778,43.3978,29.1992,69.9162,21.0767,64,23.5127,27.3957
23.2284,78.3825,21.8969,81.9281,32.4793,21.7503,57,68.0773,60.0086
76.2411,21.3202,45.6441,45.0528,74.748,24.1184,38,48.4509,32.0204
24.9524,60.8219,61.3386,33.7621,62.1186,21.8085,43,86.1963,25.0832
45.2417,61.9903,20.4185,41.4494,29.9268,21.8569,38,62.7083,58.6503
86.3308,56.7096,27.4594,38.0323,73.402,22.3513,51,80.8415,84.9812
44.1831,31.1996,40.4675,28.0865,63.3762,29.5363,52,55.5149,35.2957
25.4478,46.4794,20.3928,38.7499,31.9568,21.0833,47,57.8975,47.5455
74.4065,23.1594,37.2262,22.0438,54.7077,25.9965,42,80.4946,59.2987
59.6899,35.7086,20.4958,49.862,95.2024,25.9772,53,47.0431,53.4351
92.4911,39.809,60.59,51.6579,33.2131,20.1303,54,78.1465,37.0281
65.2367,25.0994,28.3528,95.2436,70.0435,34.1678,46,92.181,70.1369
50.5599,23.8741,32.1129,43.6035,40.0246,23.642,49,94.6062,24.2814
72.2151,67.2857,49.8868,23.7172,43.6981,22.1171,59,62.8879,92.4087
67.2208,27.9227,95.9406,47.0073,60.0643,26.9151,36,28.6224,60.9644
43.1682,56.9783,34.92,59.9996,55.9892,22.1024,49,57.6241,23.0949
55.028,26.3662,21.1612,65.0246,29.117,20.3254,65,84.1336,37.2966
95.6478,20.8136,22.1124,25.0707,81.4844,24.3057,51,63.9786,21.4719
29.034,41.2122,88.5981,33.8048,87.9512,20.1468,55,70.2389,24.0894
43.7314,79.9419,26.0192,32.1538,48.7813,30.9593,48,63.8979,92.7479
89.0589,29.9594,80.0218,31.5581,70.1704,27.731,59,83.0182,45.5448
36.1493,56.4568,51.0214,69.34,96.8886,32.8602,57,88.2546,44.2206
44.4027,20.1946,30.6318,23.5218,54.8986,33.0274,44,68.3212,62.4055
96.455,58.8389,64.4138,24.3894,29.0271,20.5468,43,74.2973,51.3039
26.5037,53.1659,24.7478,30.1329,77.3966,20.4713,45,58.0021,30.4841
97.9565,23.4085,31.6543,61.9659,25.018,20.3262,60,97.5883,42.5553
62.0486,93.9946,69.1464,94.621,93.992,25.4763,53,95.0368,66.4933
54.888,37.693,54.8288,38.0015,34.7466,20.4748,43,21.7403,58.3999
60.1316,21.5409,44.9635,48.0885,37.8781,23.251,43,43.223,82.9057
30.7324,23.8645,45.5618,47.8921,35.8808,25.7068,48,95.0952,64.1864
63.5364,23.3634,34.6267,86.4514,52.0526,20.7461,52,54.0079,37.8312
73.4878,60.3822,88.2287,66.1127,35.3666,22.0402,55,66.159,46.8654
36.1324,54.7797,52.5184,45.9259,65.8955,20.5807,55,63.9107,94.1206
44.6537,58.3244,25.5472,60.0774,56.6705,22.0739,44,58.5202,29.8082
50.4999,58.7126,74.1584,80.78,89.7288,21.0528,51,71.2066,89.4333
87.2165,79.2325,51.4438,99.3659,33.3748,22.1431,60,84.2904,49.5403
48.2919,27.4181,37.0655,43.7386,66.9221,24.2449,45,89.7688,25.8021
69.7398,36.3873,65.6932,46.1726,73.8617,22.2187,42,84.0737,46.9138
37.1135,33.8124,43.3157,82.2622,71.9081,20.9188,47,66.0709,86.6637
41.284,36.3995,22.7757,25.0884,66.9946,27.2696,50,54.1528,28.4646
44.1044,31.742,71.9014,24.7168,44.5161,32.3543,50,43.5579,71.958
52.0296,37.3927,27.7936,42.4696,70.983,20.3767,56,86.6182,26.1359
71.7117,26.665,73.9783,81.207,89.5971,21.6672,52,74.9796,56.5702
78.4092,42.6284,47.0805,27.0616,51.1228,22.1436,57,95.1145,33.1995
58.8939,53.2767,22.7316,77.0061,38.4431,20.3565,43,48.6183,78.6767
39.3101,36.6213,25.8545,21.5778,76.0576,24.3629,41,72.3378,32.2259
38.7917,30.726,83.1806,31.2528,36.7009,28.7811,58,70.8656,28.2236
65.5162,22.1358,42.3503,53.7846,28.1995,37.8104,58,33.0861,49.1402
40.6076,20.2285,47.5406,29.2396,22.5847,27.2079,49,42.5868,66.1147
46.6502,61.0623,33.1196,51.7313,72.3822,22.6736,53,37.1485,58.9211
88.2185,80.8181,27.4726,29.9294,54.8841,25.8339,40,96.5935,91.9878
66.8485,68.3213,20.6837,43.861,22.6468,34.63,45,55.2154,68.9986
71.5328,48.7678,35.6491,73.3893,76.7109,26.085,50,31.739,31.4308
73.2181,41.9479,64.9822,39.788,57.9303,21.8053,50,44.3462,59.2885
34.633,56.2119,26.5942,61.9663,21.1386,21.1425,52,49.481,36.2374
71.2655,22.265,20.7936,20.0878,55.2616,42.1011,54,53.4752,21.6324
57.5109,46.531,22.8665,97.4086,36.5875,33.6914,35,83.33,87.9503
67.6133,88.9971,93.6255,49.8221,37.1852,22.7614,49,77.8295,55.8819
22.7883,57.7207,22.8199,73.7374,87.8877,22.7996,42,67.6893,67.739
66.799,62.2438,72.349,42.6553,55.9416,30.185,42,31.4346,64.336
43.9057,23.6847,74.9912,56.9301,33.7407,21.1902,54,50.2406,33.5193
41.2735,30.9012,37.0087,64.4827,69.629,23.3002,53,68.5926,93.2589
55.8017,80.9228,41.6367,59.9754,98.3618,20.2321,56,37.5482,54.8397
66.778,72.6959,32.9941,71.1377,81.8428,22.6386,51,25.9701,27.4774
48.9061,46.3808,72.5146,21.8176,50.2648,20.1213,44,36.0467,70.8813
37.2894,98.0725,36.432,35.3799,33.0963,27.0933,47,31.2111,53.7222
38.005,38.1985,58.2408,42.6261,48.9858,23.9432,49,53.4964,21.691
68.413,26.6365,88.1782,61.0826,87.3461,35.4866,61,91.2032,85.7621
45.1032,87.2226,60.5988,24.5859,64.5116,30.3704,56,71.6586,50.4272
85.9115,52.1396,46.4642,25.8643,45.1162,22.84,49,27.5235,76.6231
85.477,89.0906,64.6845,40.0671,92.4138,39.9152,42,60.0733,37.7384
68.3394,61.8926,63.8522,30.1175,51.5125,39.692,50,89.3585,21.7921
65.7145,26.5401,22.0431,41.5625,62.4674,22.8895,42,81.1507,20.8589
34.156,49.4016,46.8474,40.6125,36.8348,30.865,41,68.8114,27.3871
32.8151,62.3389,69.6905,90.6909,64.8563,29.2478,57,22.1689,65.5742
90.1439,66.2313,90.9366,79.2114,61.4799,21.7849,57,62.0152,36.2454
24.4635,36.2514,64.7552,46.397,48.4747,31.5218,56,56.2289,29.6168
26.4591,28.3061,87.768,31.7362,32.7732,20.9437,54,88.8072,28.1066
73.3549,40.3717,46.3828,36.4476,79.9847,25.9612,38,88.0434,49.4063
99.0924,81.4113,81.6193,43.5075,26.5505,26.1695,60,25.1493,24.9146
48.3839,72.2022,20.556,48.5319,58.0858,21.895,53,41.8431,48.6453
91.9517,94.9394,40.0877,96.2251,29.1746,21.5107,54,47.6887,35.8411
53.6369,69.9939,77.5066,72.3679,31.5023,28.0396,46,68.0461,27.0583
77.4225,26.0201,30.3848,37.0587,52.2125,42.8289,42,72.1156,46.4826
29.2889,85.153,49.7338,72.5057,77.4599,20.5264,45,58.2332,37.7981
66.715,85.5812,81.2405,76.1798,32.793,23.5916,55,90.1295,33.0471
87.4719,76.9872,86.4374,22.6439,91.1109,20.4342,42,77.4173,61.8047
25.283,29.0434,48.0929,37.0475,77.8142,23.7214,67,23.2372,40.166
74.8431,64.1618,78.4768,58.6089,44.023,48.4088,72,49.3811,75.3191
57.4012,53.8195,36.346,46.1969,81.598,25.3219,40,30.6974,43.7499
23.5284,68.6209,55.9173,20.5465,72.8248,24.257,52,44.1384,47.8387
63.6253,56.2069,21.5972,24.5597,63.1526,34.401,39,43.8236,42.8101
47.0204,43.9097,77.8318,67.3729,67.8721,20.6735,53,40.7713,60.8123
65.9217,56.2586,76.0049,48.8927,35.0328,27.6024,40,78.4437,33.8662
33.8208,47.167,47.0022,79.7768,60.9735,21.7725,59,52.3846,20.2215
45.5519,87.6942,21.8663,57.9581,41.9253,23.3154,37,48.1461,31.5141
39.9438,20.2307,57.6521,63.8805,59.6644,27.6541,40,71.4805,23.5298
30.6897,48.0254,30.695,20.5784,66.0274,37.0621,50,72.2093,30.1723
34.6845,66.6338,25.0445,27.4448,56.8833,21.4577,52,29.3965,21.8119
89.9034,60.576,47.7277,76.4038,89.702,24.1499,46,78.1256,37.444
30.5054,54.3693,24.8783,37.9725,28.3869,21.7858,51,63.7995,33.054
78.0318,58.8739,40.5593,53.9151,25.7919,20.5147,45,66.1044,31.4292
65.3839,70.1413,95.3155,34.9872,27.377,25.6926,48,83.4648,22.4609
23.6771,27.7063,27.9453,41.8382,60.0546,22.971,38,83.9486,44.8143
38.0833,37.4133,79.0818,70.0696,39.0829,26.1969,43,74.5892,32.4479
60.5779,22.3884,58.8791,45.5863,74.8915,20.6122,54,69.2909,21.7078
34.1339,81.8497,20.538,20.9581,67.9021,22.4904,52,64.1689,40.7788
92.239,34.4864,81.0411,58.6768,34.9061,21.3585,59,80.555,32.8675
23.0129,26.2658,66.6348,80.0919,55.1759,21.2447,52,89.2418,61.3366
27.9521,33.2302,49.1563,51.5396,21.6885,23.0845,50,23.4606,62.7555
21.0098,28.7328,32.7542,45.6532,30.1909,24.1213,53,89.9568,22.2876
44.8901,74.5987,95.567,44.7435,41.9259,27.7956,53,62.8087,56.2912
51.8287,96.7584,44.9923,30.297,56.9375,35.4078,49,64.4953,22.6912
97.0974,20.8784,37.4128,38.3397,85.032,21.3756,48,65.6555,34.2926
92.8108,39.3393,25.565,35.5249,74.7335,46.946,40,23.739,62.9907
22.1197,61.1737,84.0744,62.5504,61.4924,22.4939,62,35.0793,35.0248
55.2028,26.03,34.5761,40.7228,59.009,23.0098,43,74.2896,68.0549
96.967,52.9809,57.9944,39.4425,24.0764,25.6496,44,35.2935,74.433
34.6353,74.7237,37.1836,41.9533,70.3215,41.6638,47,36.5516,39.02
68.9822,43.8692,39.3894,33.4554,62.1611,36.3888,51,83.2426,61.5262
59.2744,39.5632,67.5091,87.459,27.3433,24.6826,49,89.1751,33.1585
66.0232,76.2485,54.2992,42.2273,27.2878,20.5032,50,71.6514,58.7496
97.8196,60.0442,55.044,30.738,62.6192,21.64,48,55.9367,69.6287
83.4615,64.4286,69.0513,62.9177,87.8483,29.3013,63,21.9815,41.1676
38.0813,85.3168,38.3995,38.0454,85.066,44.8184,42,89.2613,44.8402
93.8072,62.2729,32.372,88.2424,66.5575,27.4548,49,37.8675,52.2511
35.2903,39.2295,94.0978,51.4948,61.1082,23.3368,48,75.3351,51.5356
39.5303,37.8013,50.121,45.3388,57.4138,27.1992,46,63.1507,34.0475
75.1787,25.5901,78.3459,26.8791,35.4114,22.3269,51,74.6534,84.1912
93.5214,73.5193,29.767,52.2635,36.3462,21.587,60,66.2765,69.8601
67.9688,36.7537,35.5979,55.8086,67.5658,24.6242,48,53.8872,63.2966
88.998,70.7154,37.3549,26.2613,75.3581,24.073,51,27.2934,35.5152
20.679,45.5979,68.8926,52.1938,66.3583,37.6303,58,65.1523,49.2918
25.0443,42.5022,35.5734,32.6333,65.4782,25.2449,43,49.238,56.2658
54.1503,54.4191,56.1714,45.0871,42.591,24.4013,54,20.6358,55.9407
57.9219,40.3336,23.7605,57.3962,74.6989,20.811,40,98.723,64.6767
41.5998,25.8388,60.4775,39.8445,47.0578,44.577,55,34.1782,53.4774
59.2173,24.8938,21.4649,29.6969,59.4538,38.8041,57,43.6932,81.5048
69.5379,50.7864,22.5958,56.6146,34.5145,21.1861,43,46.8098,26.4813
54.2039,27.9458,54.0712,85.4674,72.9598,21.2733,49,41.3194,36.2585
32.4375,33.1469,57.4222,47.4596,56.1099,27.1727,57,98.67,61.2668
79.497,37.2525,22.807,94.7311,33.7546,24.5838,59,45.044,26.4895
30.1268,23.7052,42.7514,29.7927,53.5713,21.8249,48,93.9168,75.1857
52.0504,85.0665,26.9079,38.6364,48.0827,44.1455,44,33.3202,80.1701
37.4008,76.8492,21.2059,66.5827,39.1458,23.0131,59,20.7255,46.7305
74.268,28.7111,22.8382,56.1328,48.9884,22.7357,59,93.4526,66.9001
37.0152,55.0779,29.0195,22.7614,79.4306,26.5533,48,82.8204,78.5155
46.7115,55.7759,30.317,35.1371,54.4246,40.0717,45,45.7268,59.6622
53.1249,54.6326,68.986,48.7743,42.249,49.4119,62,63.141,64.2146
20.3096,42.8544,74.082,45.7261,34.8294,20.3172,40,68.9835,83.5382
62.1426,20.4095,43.1471,78.8093,41.5827,20.23,45,71.3192,39.3977
38.6358,70.8353,21.8753,49.3132,91.3964,26.4063,36,73.8689,55.6152
61.7229,64.5255,22.9782,29.7201,29.7057,32.7493,45,49.4705,27.0895
90.688,68.2945,64.5624,35.4924,34.3002,22.0845,47,21.1622,29.7672
45.9828,36.645,41.4008,45.3266,39.1505,29.9894,46,75.3374,87.4632
37.5362,50.0039,78.9358,63.8967,69.2325,27.0152,44,94.6895,60.8523
28.067,39.3646,92.7031,35.7375,41.8504,28.5126,54,98.7926,57.5006
34.8243,37.4582,76.6513,32.0583,55.1354,50.4237,58,65.1158,72.3778
39.5344,29.2244,31.2193,29.5063,74.3513,22.8149,55,44.4928,58.4961
74.3417,55.6519,33.7422,26.1186,70.3614,23.9694,54,98.4338,36.0777
79.9028,67.0717,28.0041,93.225,65.5873,29.1116,50,35.8226,40.8854
71.3197,84.1581,64.9035,42.8701,58.8179,22.0109,48,29.012,54.6511
22.7579,39.7972,73.6018,80.0691,47.4762,22.1938,39,46.9644,52.6829
42.5129,23.2255,33.4175,39.2396,44.1529,20.3215,51,80.1822,71.1286
91.564,26.5225,41.3346,36.368,43.4158,22.243,39,51.1115,56.5716
37.2825,25.745,47.1458,31.8894,44.1742,23.6959,58,31.919,23.6215
67.4695,25.5522,63.6508,78.9133,66.4336,32.9847,36,61.0899,88.3563
80.0195,47.8443,36.0739,55.7894,76.6939,29.998,54,80.7727,66.7118
62.6545,67.1852,31.8845,55.3849,78.676,23.2472,53,29.7348,57.9402
72.4119,28.7646,65.6545,55.028,53.6729,32.2896,47,93.2124,62.3313
36.2544,30.5588,25.421,60.3274,27.6152,22.4833,53,94.114,58.742
60.488,53.9128,73.1743,57.1869,67.2597,21.0081,55,24.7461,24.1829
20.6837,28.4439,28.0816,22.6729,40.3357,33.1577,51,60.8514,44.798
65.2699,27.5257,33.1649,40.0176,89.7703,20.9356,57,86.791,37.4686
53.2574,40.7426,79.967,73.5098,56.4533,24.2598,43,25.0027,31.3637
62.4492,49.9977,26.5935,33.3578,66.5452,29.4457,43,86.5281,24.2728
59.9301,31.4906,79.0217,47.3762,27.4096,37.8071,35,76.2989,23.9878
83.96,99.6086,28.7376,73.2453,34.3237,20.3797,55,53.967,45.1782
47.8874,33.6101,48.5841,62.7769,64.1829,25.8948,53,23.8616,90.1269
32.4331,33.7858,91.8649,29.6738,56.7922,32.4761,53,70.8923,37.3804
52.4013,99.5399,30.1031,48.9653,35.2716,22.422,46,94.2777,25.2465
61.8422,94.4436,32.9619,41.1561,82.1157,20.9037,47,56.7765,30.3411
43.9368,58.0506,26.7627,25.9538,41.502,23.2284,44,87.0618,62.1627
42.5009,50.7588,24.2961,72.8213,52.3064,25.822,50,98.1913,41.6304
72.6001,43.3193,55.744,27.0895,83.4088,20.7076,54,80.5643,38.0574
24.2967,40.5193,45.9199,46.4005,39.5167,23.8206,41,34.2425,36.0294
45.3184,36.5155,37.0182,48.5471,83.0684,22.4897,57,45.8737,80.9111
53.0439,42.7997,34.4296,60.2383,54.2967,31.0026,52,68.712,38.1159
78.0503,21.7096,88.1984,39.9643,25.9475,21.0473,47,85.5086,55.3351
74.8522,25.7137,44.1082,42.6932,49.9672,20.2923,43,97.7498,36.7618
59.4904,92.6785,30.3608,71.4326,75.7022,32.3136,39,90.7686,39.9735
48.9905,30.9259,90.3382,28.8671,70.0792,25.17,67,57.2413,35.8422
52.4986,59.1604,77.13,20.3946,55.3624,24.8481,56,74.5809,43.8276
95.2055,33.0856,36.5957,48.7902,70.1256,26.8718,57,95.3169,28.2838
81.1515,45.3157,87.2651,51.9508,45.3372,28.8923,38,40.6453,81.2184
47.8922,45.4457,31.5082,34.2612,79.8353,23.696,46,47.5695,29.7797
73.9118,32.1577,26.5977,59.381,32.8208,21.5761,39,44.3999,50.5612
94.9715,48.6905,23.7547,76.0506,23.0454,30.6294,59,90.5819,83.7154
65.9512,58.5486,71.6659,38.5337,62.539,20.1504,56,65.0858,71.5349
71.7272,63.8731,61.5812,50.9864,98.5122,20.5642,48,22.9173,25.1327
57.7759,53.7455,70.0837,27.7126,47.4139,39.0282,47,86.163,45.7107
20.7758,35.3705,90.4315,72.3795,85.8425,28.013,42,44.5525,43.4091
65.7645,41.75,21.0813,47.5541,67.1848,28.2068,53,49.412,69.2375
63.0646,43.6098,33.7246,26.8312,29.4386,20.7541,38,29.7668,35.1937
44.7122,30.5112,57.2305,58.3576,20.0076,21.8451,49,77.2471,21.2476
42.4008,25.1553,69.5546,74.1842,26.2908,27.2546,46,65.9659,41.4713
58.8646,89.2997,30.8998,38.7013,50.752,20.6684,57,99.6948,35.5663
36.671,32.4887,71.6474,80.5377,20.4897,23.2434,61,83.7906,57.746
21.0091,41.5665,56.2452,86.7066,78.1333,34.2308,60,36.9993,29.0339
71.5018,52.2219,75.6071,54.5367,84.0501,25.5749,53,67.4685,71.8231
67.1007,28.3789,40.0613,68.2763,70.3276,34.6557,50,37.1066,31.2996
94.8071,21.9761,75.3872,42.148,31.8781,28.4178,49,35.9313,82.9418
26.1611,28.7471,24.2135,41.0743,21.6572,20.9397,52,79.1363,46.2668
32.1984,49.3272,78.6266,30.1917,46.7372,29.4287,54,66.0335,65.7037
39.358,34.1315,85.6237,24.0031,45.4302,22.0357,44,78.4597,85.3308
27.7992,49.4677,20.7003,29.0866,22.8936,29.8261,41,24.7562,32.8222
63.5661,32.6684,50.3427,46.3268,63.7082,32.5424,53,75.4711,92.7617
63.6751,36.4607,30.7218,41.6917,68.1302,23.8711,61,76.84,54.4908
40.6609,37.4505,67.9463,36.5642,65.0635,23.3156,48,59.055,56.2251
46.0096,80.4837,29.7377,57.1791,35.6868,20.612,53,32.0049,34.0104
84.6694,40.6335,81.1523,20.167,71.6533,21.6002,41,58.8586,33.6103
51.3941,22.5034,43.1041,21.5736,40.5431,22.306,49,41.5584,45.1508
40.724,35.3495,73.844,37.9606,65.442,29.2143,42,53.0338,27.3147
50.057,48.7592,81.4577,62.1439,57.3904,23.7026,43,94.4249,32.3401
23.4011,33.57,73.5735,30.5287,57.4549,23.3359,49,94.7025,20.2254
49.7668,33.3966,30.2529,97.2609,30.792,20.6529,46,97.741,56.1424
83.5509,39.3047,27.203,42.2267,24.6022,23.5117,50,48.4159,43.9249
41.6928,51.5374,91.792,98.1853,86.3904,24.5518,52,96.035,38.2968
31.8242,52.4645,57.7644,78.7842,55.8381,20.7331,52,68.1664,47.2713
73.7027,31.7382,36.953,45.3854,34.8215,22.8713,54,65.5416,65.3543
79.3625,78.2467,96.0579,39.4093,25.7546,20.8054,63,63.598,72.4149
83.0652,93.1758,50.3014,88.0031,31.1255,23.2177,54,92.5744,40.2142
48.2522,52.6255,32.3979,23.9722,53.0101,26.6128,56,29.0277,67.3078
70.7502,50.6866,31.9288,21.354,46.0775,24.0648,49,38.0798,45.5941
20.9695,99.741,53.9453,42.3794,21.3905,20.8482,53,93.6088,43.5428
36.2752,95.8719,21.3124,62.4708,86.7879,35.7302,49,48.8221,35.7106
62.9318,28.7514,29.8503,65.6188,65.8344,26.3597,42,43.1434,34.7207
36.7546,82.0345,21.5679,68.8184,72.8102,21.1428,45,38.9609,25.8251
45.233,88.7524,90.9188,29.1437,28.3836,45.7838,39,53.2656,29.8472
42.9536,95.7496,31.1135,63.8202,38.6645,21.3058,48,89.1709,34.8866
51.7417,61.2263,21.4715,48.5694,60.4472,24.0889,41,45.0502,72.8052
77.7372,62.8532,51.1402,75.3465,26.17,21.7528,50,57.436,52.9939
53.3736,24.6079,60.0918,34.5493,70.5416,24.7259,44,23.5692,31.4812
62.9571,74.8917,20.331,62.3041,48.6186,23.4846,57,94.5968,34.2726
42.5028,43.2672,57.1757,45.3293,52.7708,29.9721,59,59.669,30.6109
81.1117,66.5832,21.0258,24.9148,23.6703,25.4101,46,42.4354,21.5837
64.8879,22.5115,55.9166,44.6262,45.1981,22.17,45,97.216,66.5841
44.8933,56.3979,29.3445,31.8068,63.1757,21.0002,47,95.2427,46.5484
23.7492,35.2399,49.2944,90.4491,49.8204,21.2815,50,92.9529,64.2344
70.8264,25.0506,33.3914,66.0498,58.2941,24.0176,49,55.7243,25.9551
62.575,28.1545,94.6046,58.7246,51.8025,26.9059,69,75.5062,24.5489
43.9684,56.7423,93.5913,20.074,34.3026,22.3573,53,60.7037,95.0704
91.7023,25.8014,30.857,89.8891,28.0692,34.4253,42,30.362,36.188
29.8539,35.0108,22.4708,31.8422,28.946,20.4566,49,76.9804,28.0726
23.5975,67.9046,94.6667,31.6892,40.8738,57.2635,54,26.9937,46.3965
72.914,46.7364,61.3224,69.8865,74.9722,26.3473,44,51.6835,32.9196
86.7018,23.9179,42.4531,76.9564,86.8343,21.1946,51,25.4636,42.8912
28.8426,51.3162,64.1262,25.4362,64.5644,23.2597,50,30.899,27.4465
37.3878,67.86,25.1386,43.4919,72.4643,34.8127,55,36.6608,51.354
83.0426,59.0768,45.4818,23.2906,99.6341,22.7723,66,89.6428,46.4687
62.4057,37.5343,47.1604,49.5649,41.6022,23.8506,53,30.499,36.2329
63.0686,23.3353,22.7742,34.867,31.5947,23.6418,55,90.5638,38.024
46.4578,79.0056,48.3695,49.4607,52.502,42.4901,46,76.811,57.408
32.8736,20.8643,26.5841,28.3569,43.9254,26.5812,56,41.9018,63.1956
78.26,74.8719,89.6167,73.6233,58.1108,29.5795,57,36.5122,32.2243
39.7488,25.712,47.3908,32.6154,89.0885,30.2894,54,77.5266,32.6394
50.2211,43.6692,21.1202,36.287,56.1837,26.047,39,76.877,27.0287
73.5017,67.8853,41.9292,32.5763,30.0665,20.8711,39,40.4088,32.6737
94.4103,34.2633,67.4536,51.6269,34.297,21.8094,45,35.834,63.8049
63.2944,48.238,65.5284,78.3838,62.0077,23.708,52,31.6472,44.0296
40.8325,97.202,20.4145,27.4551,74.7424,21.6366,56,75.7866,50.0723
62.667,20.1317,37.9288,55.2314,50.9317,29.4675,50,61.9782,41.6748
66.6828,31.2425,27.118,46.5988,41.0646,22.1552,47,25.7671,29.4473
27.2906,31.5019,73.1553,48.1263,46.3038,34.1415,42,23.9311,49.7631
24.9447,78.5639,39.115,84.2731,74.3698,33.5023,54,88.6298,44.0346
88.0556,54.7531,29.6669,79.1968,28.7936,22.1859,42,96.0952,21.2457
46.2506,28.14,38.9538,48.6886,79.8597,21.1937,58,83.3538,38.2161
38.6443,47.1172,29.9255,68.2255,51.6195,23.0057,43,31.982,57.2456
43.2395,30.3582,31.6115,60.3037,25.3238,29.2497,50,91.3633,30.4942
85.1663,71.5648,49.9457,49.7661,65.7271,20.1129,57,82.2185,42.2468
33.8984,79.3101,31.4232,97.7444,52.8848,23.1282,54,20.5909,31.2877
40.007,81.2911,26.6794,43.9007,23.6354,23.2506,55,28.3719,50.6254
41.5887,55.3037,46.2358,44.4787,85.8638,23.8067,45,27.7912,30.4597
29.8314,64.141,42.5141,34.9625,41.6898,23.147,33,90.6599,25.6545
